,pd_c,pd_nm,clac_hlv_nm,clac_mcls_nm,l_pd,m_pd
1287,PD1288,양념소스,조미료,소스류,L0046,M0149
1288,PD1289,국물용소스,조미료,소스류,L0046,M0149
1289,PD1290,파스타소스,조미료,소스류,L0046,M0149
1290,PD1291,고기양념장,조미료,소스류,L0046,M0149
1291,PD1292,콩기름,조미료,식용유류,L0046,M0175
1292,PD1293,옥수수기름,조미료,식용유류,L0046,M0175
1293,PD1294,참기름/들기름,조미료,식용유류,L0046,M0175
1294,PD1295,즉석기름,조미료,식용유류,L0046,M0175
1295,PD1296,올리브유,조미료,식용유류,L0046,M0175
1296,PD1297,포도씨유,조미료,식용유류,L0046,M0175
1297,PD1298,카놀라유,조미료,식용유류,L0046,M0175
1298,PD1299,해바라기씨유,조미료,식용유류,L0046,M0175
1299,PD1300,기타식용유,조미료,식용유류,L0046,M0175
1300,PD1301,간장,조미료,장류,L0046,M0278
1301,PD1302,된장,조미료,장류,L0046,M0278
1302,PD1303,고추장,조미료,장류,L0046,M0278
1303,PD1304,쌈장,조미료,장류,L0046,M0278
1304,PD1305,기타장류,조미료,장류,L0046,M0278
1305,PD1306,소금,조미료,조미료류,L0046,M0292
1306,PD1307,설탕,조미료,조미료류,L0046,M0292
1307,PD1308,물엿/시럽,조미료,조미료류,L0046,M0292
1308,PD1309,식초,조미료,조미료류,L0046,M0292
1309,PD1310,음용식초,조미료,조미료류,L0046,M0292
1310,PD1311,맛술,조미료,조미료류,L0046,M0292
1311,PD1312,액젓,조미료,조미료류,L0046,M0292
1312,PD1313,가공조미료,조미료,조미료류,L0046,M0292
1313,PD1314,자연조미료,조미료,조미료류,L0046,M0292
1314,PD1315,액상조미료,조미료,조미료류,L0046,M0292
1315,PD1316,식용유세트,조미료,조미료세트,L0046,M0293
1316,PD1317,조미혼합세트,조미료,조미료세트,L0046,M0293
1317,PD1318,기타조미료세트,조미료,조미료세트,L0046,M0293
1318,PD1319,도넛가루/핫케이크가루,조미료,프리믹스,L0046,M0334
1319,PD1320,호떡믹스,조미료,프리믹스,L0046,M0334
1320,PD1321,빵믹스,조미료,프리믹스,L0046,M0334
1321,PD1322,아이스크림믹스,조미료,프리믹스,L0046,M0334
1322,PD1323,기타프리믹스,조미료,프리믹스,L0046,M0334
1323,PD1324,고춧가루,조미료,향신료,L0046,M0343
1324,PD1325,후추,조미료,향신료,L0046,M0343
1325,PD1326,겨자/고추냉이,조미료,향신료,L0046,M0343
1326,PD1327,깨,조미료,향신료,L0046,M0343
1327,PD1328,허브류,조미료,향신료,L0046,M0343
1328,PD1329,기타향신료,조미료,향신료,L0046,M0343
1329,PD1330,국산맥주,주류,맥주,L0047,M0099
1330,PD1331,수입맥주,주류,맥주,L0047,M0099
1331,PD1332,무알콜맥주,주류,맥주,L0047,M0099
1332,PD1333,일반소주,주류,소주,L0047,M0150
1333,PD1334,칵테일소주,주류,소주,L0047,M0150
1334,PD1335,담금소주,주류,소주,L0047,M0150
1335,PD1336,위스키,주류,양주,L0047,M0190
1336,PD1337,브랜디/꼬냑,주류,양주,L0047,M0190
1337,PD1338,리큐르,주류,양주,L0047,M0190
1338,PD1339,기타양주,주류,양주,L0047,M0190
1339,PD1340,레드와인,주류,와인,L0047,M0227
1340,PD1341,화이트와인,주류,와인,L0047,M0227
1341,PD1342,스파클링와인,주류,와인,L0047,M0227
1342,PD1343,막걸리,주류,전통주,L0047,M0285
1343,PD1344,청주,주류,전통주,L0047,M0285
1344,PD1345,과실주/담금주,주류,전통주,L0047,M0285
1345,PD1346,중국술,주류,전통주,L0047,M0285
1346,PD1347,일본술,주류,전통주,L0047,M0285
1347,PD1348,기타전통주,주류,전통주,L0047,M0285
1348,PD1349,와인세트,주류,주류세트,L0047,M0294
1349,PD1350,양주세트,주류,주류세트,L0047,M0294
1350,PD1351,전통주세트,주류,주류세트,L0047,M0294
1351,PD1352,생활잡화균일가,주방잡화,잡화균일가,L0048,M0276
1352,PD1353,주방칼/가위,주방잡화,조리도구,L0048,M0290
1353,PD1354,채칼/강판/절구,주방잡화,조리도구,L0048,M0290
1354,PD1355,도마,주방잡화,조리도구,L0048,M0290
1355,PD1356,국자/뒤지개/주걱,주방잡화,조리도구,L0048,M0290
1356,PD1357,오프너/와인스크류,주방잡화,조리도구,L0048,M0290
1357,PD1358,양푼/믹싱볼,주방잡화,조리도구,L0048,M0290
1358,PD1359,채반/바구니/쟁반,주방잡화,조리도구,L0048,M0290
1359,PD1360,계량도구,주방잡화,조리도구,L0048,M0290
1360,PD1361,얼음/빙수용품,주방잡화,조리도구,L0048,M0290
1361,PD1362,제빵용품,주방잡화,조리도구,L0048,M0290
1362,PD1363,커피용품,주방잡화,조리도구,L0048,M0290
1363,PD1364,기타조리도구,주방잡화,조리도구,L0048,M0290
1364,PD1365,조리도구세트,주방잡화,조리도구,L0048,M0290
1365,PD1366,종이컵,주방잡화,주방일회용품,L0048,M0298
1366,PD1367,일회용용기,주방잡화,주방일회용품,L0048,M0298
1367,PD1368,일회용젓가락/숟가락,주방잡화,주방일회용품,L0048,M0298
1368,PD1369,기타주방일회용품,주방잡화,주방일회용품,L0048,M0298
1369,PD1370,식기건조대/수저통,주방잡화,주방정리용품/소모품,L0048,M0299
1370,PD1371,주방선반/걸이대,주방잡화,주방정리용품/소모품,L0048,M0299
1371,PD1372,고무장갑,주방잡화,주방정리용품/소모품,L0048,M0299
1372,PD1373,수세미/솔,주방잡화,주방정리용품/소모품,L0048,M0299
1373,PD1374,행주,주방잡화,주방정리용품/소모품,L0048,M0299
1374,PD1375,호일/랩/기름종이,주방잡화,주방정리용품/소모품,L0048,M0299
1375,PD1376,지퍼백/비닐백,주방잡화,주방정리용품/소모품,L0048,M0299
1376,PD1377,비닐장갑,주방잡화,주방정리용품/소모품,L0048,M0299
1377,PD1378,싱크대/배수구용품,주방잡화,주방정리용품/소모품,L0048,M0299
1378,PD1379,장바구니,주방잡화,주방정리용품/소모품,L0048,M0299
1379,PD1380,핸드카트,주방잡화,주방정리용품/소모품,L0048,M0299
1380,PD1381,교자상/다용도상,주방잡화,주방정리용품/소모품,L0048,M0299
1381,PD1382,테이블데코,주방잡화,주방정리용품/소모품,L0048,M0299
1382,PD1383,기타주방정리용품/소모품,주방잡화,주방정리용품/소모품,L0048,M0299
1383,PD1384,생나물류,채소,나물류,L0049,M0049
1384,PD1385,삶은나물류,채소,나물류,L0049,M0049
1385,PD1386,건나물류,채소,나물류,L0049,M0049
1386,PD1387,두부류,채소,두부/콩나물류,L0049,M0091
1387,PD1388,연두부류,채소,두부/콩나물류,L0049,M0091
1388,PD1389,묵류,채소,두부/콩나물류,L0049,M0091
1389,PD1390,콩나물,채소,두부/콩나물류,L0049,M0091
1390,PD1391,숙주나물,채소,두부/콩나물류,L0049,M0091
1391,PD1392,느타리버섯류,채소,버섯류,L0049,M0115
1392,PD1393,새송이버섯류,채소,버섯류,L0049,M0115
1393,PD1394,양송이버섯류,채소,버섯류,L0049,M0115
1394,PD1395,송이버섯류,채소,버섯류,L0049,M0115
1395,PD1396,팽이버섯류,채소,버섯류,L0049,M0115
1396,PD1397,표고버섯류,채소,버섯류,L0049,M0115
1397,PD1398,건버섯류,채소,버섯류,L0049,M0115
1398,PD1399,모둠버섯,채소,버섯류,L0049,M0115
1399,PD1400,기타버섯류,채소,버섯류,L0049,M0115
1400,PD1401,감자,채소,뿌리채소,L0049,M0129
1401,PD1402,고구마,채소,뿌리채소,L0049,M0129
1402,PD1403,당근,채소,뿌리채소,L0049,M0129
1403,PD1404,무,채소,뿌리채소,L0049,M0129
1404,PD1405,열무,채소,뿌리채소,L0049,M0129
1405,PD1406,알타리무,채소,뿌리채소,L0049,M0129
1406,PD1407,생강,채소,뿌리채소,L0049,M0129
1407,PD1408,연근,채소,뿌리채소,L0049,M0129
1408,PD1409,우엉,채소,뿌리채소,L0049,M0129
1409,PD1410,마,채소,뿌리채소,L0049,M0129
1410,PD1411,기타뿌리채소,채소,뿌리채소,L0049,M0129
1411,PD1412,양배추,채소,양채류,L0049,M0191
1412,PD1413,미니양배추,채소,양채류,L0049,M0191
1413,PD1414,양상추,채소,양채류,L0049,M0191
1414,PD1415,브로콜리,채소,양채류,L0049,M0191
1415,PD1416,컬리플라워,채소,양채류,L0049,M0191
1416,PD1417,샐러드류,채소,양채류,L0049,M0191
1417,PD1418,기타양채류,채소,양채류,L0049,M0191
1418,PD1419,가지,채소,열매채소,L0049,M0222
1419,PD1420,고추,채소,열매채소,L0049,M0222
1420,PD1421,건고추,채소,열매채소,L0049,M0222
1421,PD1422,오이,채소,열매채소,L0049,M0222
1422,PD1423,옥수수,채소,열매채소,L0049,M0222
1423,PD1424,파프리카/피망,채소,열매채소,L0049,M0222
1424,PD1425,단호박,채소,열매채소,L0049,M0222
1425,PD1426,애호박,채소,열매채소,L0049,M0222
1426,PD1427,기타열매채소,채소,열매채소,L0049,M0222
1427,PD1428,갓,채소,잎채소,L0049,M0272
1428,PD1429,마늘,채소,잎채소,L0049,M0272
1429,PD1430,미나리,채소,잎채소,L0049,M0272
1430,PD1431,배추,채소,잎채소,L0049,M0272
1431,PD1432,봄동,채소,잎채소,L0049,M0272
1432,PD1433,얼갈이,채소,잎채소,L0049,M0272
1433,PD1434,절임배추,채소,잎채소,L0049,M0272
1434,PD1435,부추,채소,잎채소,L0049,M0272
1435,PD1436,상추,채소,잎채소,L0049,M0272
1436,PD1437,시금치,채소,잎채소,L0049,M0272
1437,PD1438,양파,채소,잎채소,L0049,M0272
1438,PD1439,대파,채소,잎채소,L0049,M0272
1439,PD1440,쪽파류,채소,잎채소,L0049,M0272
1440,PD1441,쌈채소류,채소,잎채소,L0049,M0272
1441,PD1442,쑥갓,채소,잎채소,L0049,M0272
1442,PD1443,깻잎,채소,잎채소,L0049,M0272
1443,PD1444,근대/아욱,채소,잎채소,L0049,M0272
1444,PD1445,기타잎채소,채소,잎채소,L0049,M0272
1445,PD1446,더덕선물세트,채소,채소선물세트,L0049,M0305
1446,PD1447,버섯선물세트,채소,채소선물세트,L0049,M0305
1447,PD1448,수삼선물세트,채소,채소선물세트,L0049,M0305
1448,PD1449,혼합채소선물세트,채소,채소선물세트,L0049,M0305
1449,PD1450,인삼류,채소,한방약재,L0049,M0337
1450,PD1451,황기,채소,한방약재,L0049,M0337
1451,PD1452,당귀,채소,한방약재,L0049,M0337
1452,PD1453,감초/계피,채소,한방약재,L0049,M0337
1453,PD1454,기타한방약재,채소,한방약재,L0049,M0337
1454,PD1455,약용버섯류,채소,한방약재,L0049,M0337
1455,PD1456,빨래건조대,청소/세탁/욕실용품,세탁/건조용품,L0050,M0145
1456,PD1457,다림판,청소/세탁/욕실용품,세탁/건조용품,L0050,M0145
1457,PD1458,세탁/건조보조용품,청소/세탁/욕실용품,세탁/건조용품,L0050,M0145
1458,PD1459,수건,청소/세탁/욕실용품,욕실용품,L0050,M0229
1459,PD1460,목욕타올,청소/세탁/욕실용품,욕실용품,L0050,M0229
1460,PD1461,목욕가운,청소/세탁/욕실용품,욕실용품,L0050,M0229
1461,PD1462,샤워커튼,청소/세탁/욕실용품,욕실용품,L0050,M0229
1462,PD1463,욕실발판,청소/세탁/욕실용품,욕실용품,L0050,M0229
1463,PD1464,변기시트/커버,청소/세탁/욕실용품,욕실용품,L0050,M0229
1464,PD1465,욕실화,청소/세탁/욕실용품,욕실용품,L0050,M0229
1465,PD1466,욕실소품,청소/세탁/욕실용품,욕실용품,L0050,M0229
1466,PD1467,욕실수납용품,청소/세탁/욕실용품,욕실용품,L0050,M0229
1467,PD1468,욕실청소용품,청소/세탁/욕실용품,욕실용품,L0050,M0229
1468,PD1469,수도용품,청소/세탁/욕실용품,욕실용품,L0050,M0229
1469,PD1470,이불/옷커버류,청소/세탁/욕실용품,정리용품,L0050,M0287
1470,PD1471,이불/옷압축팩,청소/세탁/욕실용품,정리용품,L0050,M0287
1471,PD1472,플라스틱서랍장,청소/세탁/욕실용품,정리용품,L0050,M0287
1472,PD1473,공간박스,청소/세탁/욕실용품,정리용품,L0050,M0287
1473,PD1474,바구니,청소/세탁/욕실용품,정리용품,L0050,M0287
1474,PD1475,옷걸이,청소/세탁/욕실용품,정리용품,L0050,M0287
1475,PD1476,선반/걸이,청소/세탁/욕실용품,정리용품,L0050,M0287
1476,PD1477,기타정리용품,청소/세탁/욕실용품,정리용품,L0050,M0287
1477,PD1478,밀대청소기,청소/세탁/욕실용품,청소용품,L0050,M0308
1478,PD1479,걸레/청소포,청소/세탁/욕실용품,청소용품,L0050,M0308
1479,PD1480,빗자루/쓰레받이,청소/세탁/욕실용품,청소용품,L0050,M0308
1480,PD1481,휴지통,청소/세탁/욕실용품,청소용품,L0050,M0308
1481,PD1482,테이프크리너,청소/세탁/욕실용품,청소용품,L0050,M0308
1482,PD1483,무세제크리너,청소/세탁/욕실용품,청소용품,L0050,M0308
1483,PD1484,종량제봉투,청소/세탁/욕실용품,청소용품,L0050,M0308
1484,PD1485,기타청소용품,청소/세탁/욕실용품,청소용품,L0050,M0308
1485,PD1486,일반계란,축산물,계란류,L0051,M0020
1486,PD1487,가공계란,축산물,계란류,L0051,M0020
1487,PD1488,일반메추리알,축산물,계란류,L0051,M0020
1488,PD1489,가공메추리알,축산물,계란류,L0051,M0020
1489,PD1490,기타란,축산물,계란류,L0051,M0020
1490,PD1491,국산돼지안심,축산물,국산돼지고기,L0051,M0033
1491,PD1492,국산돼지등심,축산물,국산돼지고기,L0051,M0033
1492,PD1493,국산돼지등심덧살,축산물,국산돼지고기,L0051,M0033
1493,PD1494,국산돼지목심,축산물,국산돼지고기,L0051,M0033
1494,PD1495,국산돼지앞다리,축산물,국산돼지고기,L0051,M0033
1495,PD1496,국산돼지사태,축산물,국산돼지고기,L0051,M0033
1496,PD1497,국산돼지항정살,축산물,국산돼지고기,L0051,M0033
1497,PD1498,국산돼지뒷다리,축산물,국산돼지고기,L0051,M0033
1498,PD1499,국산돼지삼겹살,축산물,국산돼지고기,L0051,M0033
1499,PD1500,국산돼지갈매기살,축산물,국산돼지고기,L0051,M0033
1500,PD1501,국산돼지등갈비,축산물,국산돼지고기,L0051,M0033
1501,PD1502,국산돼지갈비,축산물,국산돼지고기,L0051,M0033
1502,PD1503,국산돼지부산물,축산물,국산돼지고기,L0051,M0033
1503,PD1504,한우안심,축산물,국산소고기,L0051,M0034
1504,PD1505,한우등심,축산물,국산소고기,L0051,M0034
1505,PD1506,한우채끝,축산물,국산소고기,L0051,M0034
1506,PD1507,한우목심,축산물,국산소고기,L0051,M0034
1507,PD1508,한우앞다리,축산물,국산소고기,L0051,M0034
1508,PD1509,한우우둔,축산물,국산소고기,L0051,M0034
1509,PD1510,한우설도,축산물,국산소고기,L0051,M0034
1510,PD1511,한우양지,축산물,국산소고기,L0051,M0034
1511,PD1512,한우사태,축산물,국산소고기,L0051,M0034
1512,PD1513,한우갈비,축산물,국산소고기,L0051,M0034
1513,PD1514,한우부산물,축산물,국산소고기,L0051,M0034
1514,PD1515,한우정육,축산물,국산소고기,L0051,M0034
1515,PD1516,한우지육,축산물,국산소고기,L0051,M0034
1516,PD1517,양고기,축산물,기타고기류,L0051,M0039
1517,PD1518,육포류,축산물,기타고기류,L0051,M0039
1518,PD1519,기타고기,축산물,기타고기류,L0051,M0039
1519,PD1520,수입산소갈비,축산물,기타국소고기,L0051,M0041
1520,PD1521,수입산소목심,축산물,기타국소고기,L0051,M0041
1521,PD1522,수입산소등심,축산물,기타국소고기,L0051,M0041
1522,PD1523,수입산소안심,축산물,기타국소고기,L0051,M0041
1523,PD1524,수입산소앞다리,축산물,기타국소고기,L0051,M0041
1524,PD1525,수입산소양지,축산물,기타국소고기,L0051,M0041
1525,PD1526,수입산소토시살,축산물,기타국소고기,L0051,M0041
1526,PD1527,수입산소기타육,축산물,기타국소고기,L0051,M0041
1527,PD1528,삼계탕용닭,축산물,닭고기류,L0051,M0089
1528,PD1529,볶음탕용닭,축산물,닭고기류,L0051,M0089
1529,PD1530,닭다리,축산물,닭고기류,L0051,M0089
1530,PD1531,닭가슴살,축산물,닭고기류,L0051,M0089
1531,PD1532,닭안심,축산물,닭고기류,L0051,M0089
1532,PD1533,닭아랫날개(윙),축산물,닭고기류,L0051,M0089
1533,PD1534,닭윗날개(봉),축산물,닭고기류,L0051,M0089
1534,PD1535,닭근위,축산물,닭고기류,L0051,M0089
1535,PD1536,닭정육,축산물,닭고기류,L0051,M0089
1536,PD1537,오리고기,축산물,닭고기류,L0051,M0089
1537,PD1538,미국산소갈비,축산물,미국산소고기,L0051,M0106
1538,PD1539,미국산소목심,축산물,미국산소고기,L0051,M0106
1539,PD1540,미국산소등심,축산물,미국산소고기,L0051,M0106
1540,PD1541,미국산소채끝,축산물,미국산소고기,L0051,M0106
1541,PD1542,미국산소앞다리,축산물,미국산소고기,L0051,M0106
1542,PD1543,미국산소양지,축산물,미국산소고기,L0051,M0106
1543,PD1544,미국산소토시살,축산물,미국산소고기,L0051,M0106
1544,PD1545,미국산소기타육,축산물,미국산소고기,L0051,M0106
1545,PD1546,수입돼지삼겹살,축산물,수입돼지고기,L0051,M0162
1546,PD1547,수입돼지목심,축산물,수입돼지고기,L0051,M0162
1547,PD1548,수입돼지정육,축산물,수입돼지고기,L0051,M0162
1548,PD1549,닭/오리양념육,축산물,양념육,L0051,M0189
1549,PD1550,돼지양념육,축산물,양념육,L0051,M0189
1550,PD1551,소양념육,축산물,양념육,L0051,M0189
1551,PD1552,기타양념육,축산물,양념육,L0051,M0189
1552,PD1553,양고기양념육,축산물,양념육,L0051,M0189
1553,PD1554,부산물양념육,축산물,양념육,L0051,M0189
1554,PD1555,돈가스,축산물,육가공품,L0051,M0259
1555,PD1556,육가공소시지,축산물,육가공품,L0051,M0259
1556,PD1557,스테이크,축산물,육가공품,L0051,M0259
1557,PD1558,육가공햄류,축산물,육가공품,L0051,M0259
1558,PD1559,양념육선물세트,축산물,축산선물세트,L0051,M0312
1559,PD1560,한우선물세트,축산물,축산선물세트,L0051,M0312
1560,PD1561,수입소고기선물세트,축산물,축산선물세트,L0051,M0312
1561,PD1562,돼지고기선물세트,축산물,축산선물세트,L0051,M0312
1562,PD1563,육가공품선물세트,축산물,축산선물세트,L0051,M0312
1563,PD1564,호주산소갈비,축산물,호주산소고기,L0051,M0346
1564,PD1565,호주산소목심,축산물,호주산소고기,L0051,M0346
1565,PD1566,호주산소등심,축산물,호주산소고기,L0051,M0346
1566,PD1567,호주산소채끝,축산물,호주산소고기,L0051,M0346
1567,PD1568,호주산소안심,축산물,호주산소고기,L0051,M0346
1568,PD1569,호주산소설도,축산물,호주산소고기,L0051,M0346
1569,PD1570,호주산소앞다리,축산물,호주산소고기,L0051,M0346
1570,PD1571,호주산소양지,축산물,호주산소고기,L0051,M0346
1571,PD1572,호주산소우둔,축산물,호주산소고기,L0051,M0346
1572,PD1573,호주산소사태,축산물,호주산소고기,L0051,M0346
1573,PD1574,호주산소안창살,축산물,호주산소고기,L0051,M0346
1574,PD1575,호주산소토시살,축산물,호주산소고기,L0051,M0346
1575,PD1576,호주산소기타육,축산물,호주산소고기,L0051,M0346
1576,PD1577,유아용세척용품,출산/육아용품,수유/이유용품,L0052,M0160
1577,PD1578,젖병소독/건조용품,출산/육아용품,수유/이유용품,L0052,M0160
1578,PD1579,젖병/젖꼭지,출산/육아용품,수유/이유용품,L0052,M0160
1579,PD1580,수유패드/보조용품,출산/육아용품,수유/이유용품,L0052,M0160
1580,PD1581,모유보관용품,출산/육아용품,수유/이유용품,L0052,M0160
1581,PD1582,이유식용품,출산/육아용품,수유/이유용품,L0052,M0160
1582,PD1583,유아건강보조제,출산/육아용품,수유/이유용품,L0052,M0160
1583,PD1584,출산/신생아용품세트,출산/육아용품,수유/이유용품,L0052,M0160
1584,PD1585,바운서/쏘서/보행기,출산/육아용품,유아발육용품,L0052,M0248
1585,PD1586,치아발육기/딸랑이,출산/육아용품,유아발육용품,L0052,M0248
1586,PD1587,모빌,출산/육아용품,유아발육용품,L0052,M0248
1587,PD1588,촉각놀이/오뚝이,출산/육아용품,유아발육용품,L0052,M0248
1588,PD1589,붕붕카/스프링카/흔들말,출산/육아용품,유아발육용품,L0052,M0248
1589,PD1590,아기띠/캐리어,출산/육아용품,유아발육용품,L0052,M0248
1590,PD1591,유아용욕조,출산/육아용품,유아발육용품,L0052,M0248
1591,PD1592,유아변기/배변훈련기,출산/육아용품,유아발육용품,L0052,M0248
1592,PD1593,목욕용장난감,출산/육아용품,유아발육용품,L0052,M0248
1593,PD1594,유아용화장품,출산/육아용품,유아스킨/바디케어,L0052,M0249
1594,PD1595,기저귀크림/파우더,출산/육아용품,유아스킨/바디케어,L0052,M0249
1595,PD1596,유아용화장품세트,출산/육아용품,유아스킨/바디케어,L0052,M0249
1596,PD1597,유모차,출산/육아용품,유아안전용품,L0052,M0251
1597,PD1598,유아용카시트/매트,출산/육아용품,유아안전용품,L0052,M0251
1598,PD1599,놀이방매트,출산/육아용품,유아안전용품,L0052,M0251
1599,PD1600,기타유아안전용품,출산/육아용품,유아안전용품,L0052,M0251
1600,PD1601,유아용샴푸/바디워시,출산/육아용품,유아위생용품,L0052,M0252
1601,PD1602,유아/아동용치약,출산/육아용품,유아위생용품,L0052,M0252
1602,PD1603,유아/아동용칫솔,출산/육아용품,유아위생용품,L0052,M0252
1603,PD1604,유아목욕용품,출산/육아용품,유아위생용품,L0052,M0252
1604,PD1605,유아용기저귀,출산/육아용품,유아위생용품,L0052,M0252
1605,PD1606,유아용물티슈,출산/육아용품,유아위생용품,L0052,M0252
1606,PD1607,임산부바디케어,출산/육아용품,임산부케어용품,L0052,M0271
1607,PD1608,임산부스킨케어,출산/육아용품,임산부케어용품,L0052,M0271
1608,PD1609,성인이불/이불커버,침구/수예,성인침구,L0053,M0143
1609,PD1610,성인요/요커버,침구/수예,성인침구,L0053,M0143
1610,PD1611,성인침구매트,침구/수예,성인침구,L0053,M0143
1611,PD1612,성인패드/스프레드,침구/수예,성인침구,L0053,M0143
1612,PD1613,성인베개/베개커버,침구/수예,성인침구,L0053,M0143
1613,PD1614,성인담요,침구/수예,성인침구,L0053,M0143
