,pd_c,pd_nm,clac_hlv_nm,clac_mcls_nm,l_pd,m_pd
1614,PD1615,성인침대커버/스커트,침구/수예,성인침구,L0053,M0143
1615,PD1616,성인매트리스커버,침구/수예,성인침구,L0053,M0143
1616,PD1617,성인침구속통/솜,침구/수예,성인침구,L0053,M0143
1617,PD1618,성인침구세트,침구/수예,성인침구,L0053,M0143
1618,PD1619,쿠션/쿠션커버,침구/수예,수예소품,L0053,M0157
1619,PD1620,방석/방석커버,침구/수예,수예소품,L0053,M0157
1620,PD1621,무릎담요,침구/수예,수예소품,L0053,M0157
1621,PD1622,거실화/실내화,침구/수예,수예소품,L0053,M0157
1622,PD1623,거실수예소품,침구/수예,수예소품,L0053,M0157
1623,PD1624,주방수예소품,침구/수예,수예소품,L0053,M0157
1624,PD1625,수예소품속통/솜,침구/수예,수예소품,L0053,M0157
1625,PD1626,여름자리,침구/수예,수예시즌소품,L0053,M0158
1626,PD1627,모기장,침구/수예,수예시즌소품,L0053,M0158
1627,PD1628,원단,침구/수예,수예용품,L0053,M0159
1628,PD1629,수예장식품,침구/수예,수예용품,L0053,M0159
1629,PD1630,수예소모품,침구/수예,수예용품,L0053,M0159
1630,PD1631,수예도구,침구/수예,수예용품,L0053,M0159
1631,PD1632,반짇고리/세트,침구/수예,수예용품,L0053,M0159
1632,PD1633,유아동이불/이불커버,침구/수예,유아동침구,L0053,M0246
1633,PD1634,유아동요/요커버,침구/수예,유아동침구,L0053,M0246
1634,PD1635,유아동침구매트,침구/수예,유아동침구,L0053,M0246
1635,PD1636,유아동패드/스프레드,침구/수예,유아동침구,L0053,M0246
1636,PD1637,유아동베개/베개커버,침구/수예,유아동침구,L0053,M0246
1637,PD1638,유아동담요,침구/수예,유아동침구,L0053,M0246
1638,PD1639,유아동침구속통/솜,침구/수예,유아동침구,L0053,M0246
1639,PD1640,유아동침구세트,침구/수예,유아동침구,L0053,M0246
1640,PD1641,카페트,침구/수예,카페트/러그/매트류,L0053,M0315
1641,PD1642,러그,침구/수예,카페트/러그/매트류,L0053,M0315
1642,PD1643,일반매트,침구/수예,카페트/러그/매트류,L0053,M0315
1643,PD1644,티백/드립원두커피,커피/차,원두커피,L0054,M0234
1644,PD1645,캡슐원두커피,커피/차,원두커피,L0054,M0234
1645,PD1646,분쇄/홀빈원두커피,커피/차,원두커피,L0054,M0234
1646,PD1647,스틱원두커피,커피/차,원두커피,L0054,M0234
1647,PD1648,용기/리필커피,커피/차,인스턴트커피,L0054,M0265
1648,PD1649,믹스커피,커피/차,인스턴트커피,L0054,M0265
1649,PD1650,아이스믹스커피,커피/차,인스턴트커피,L0054,M0265
1650,PD1651,컵커피차류,커피/차,인스턴트커피,L0054,M0265
1651,PD1652,커피크리머,커피/차,인스턴트커피,L0054,M0265
1652,PD1653,식수용차,커피/차,차류,L0054,M0303
1653,PD1654,녹차/홍차,커피/차,차류,L0054,M0303
1654,PD1655,과실차,커피/차,차류,L0054,M0303
1655,PD1656,곡물/견과차,커피/차,차류,L0054,M0303
1656,PD1657,허브/꽃차,커피/차,차류,L0054,M0303
1657,PD1658,전통/한방차,커피/차,차류,L0054,M0303
1658,PD1659,코코아,커피/차,차류,L0054,M0303
1659,PD1660,아이스티,커피/차,차류,L0054,M0303
1660,PD1661,요거트티,커피/차,차류,L0054,M0303
1661,PD1662,커피세트,커피/차,커피/차세트,L0054,M0319
1662,PD1663,차세트,커피/차,커피/차세트,L0054,M0319
1663,PD1664,데스크탑/올인원PC,컴퓨터,컴퓨터/노트북,L0055,M0321
1664,PD1665,모니터,컴퓨터,컴퓨터/노트북,L0055,M0321
1665,PD1666,노트북,컴퓨터,컴퓨터/노트북,L0055,M0321
1666,PD1667,태블릿PC,컴퓨터,컴퓨터/노트북,L0055,M0321
1667,PD1668,저장장치,컴퓨터,컴퓨터주변기기,L0055,M0322
1668,PD1669,프린터/복합기/스캐너,컴퓨터,컴퓨터주변기기,L0055,M0322
1669,PD1670,키보드,컴퓨터,컴퓨터주변기기,L0055,M0322
1670,PD1671,마우스,컴퓨터,컴퓨터주변기기,L0055,M0322
1671,PD1672,PC부품,컴퓨터,컴퓨터주변기기,L0055,M0322
1672,PD1673,잉크/토너,컴퓨터,컴퓨터주변기기,L0055,M0322
1673,PD1674,소프트웨어,컴퓨터,컴퓨터주변기기,L0055,M0322
1674,PD1675,스피커,컴퓨터,컴퓨터주변기기,L0055,M0322
1675,PD1676,공유기,컴퓨터,컴퓨터주변기기,L0055,M0322
1676,PD1677,기타컴퓨터액세서리,컴퓨터,컴퓨터주변기기,L0055,M0322
1677,PD1678,기프트샵,테넌트/음식점,비식품테넌트,L0056,M0127
1678,PD1679,사진관,테넌트/음식점,비식품테넌트,L0056,M0127
1679,PD1680,소극장,테넌트/음식점,비식품테넌트,L0056,M0127
1680,PD1681,안경점,테넌트/음식점,비식품테넌트,L0056,M0127
1681,PD1682,유원시설,테넌트/음식점,비식품테넌트,L0056,M0127
1682,PD1683,한식,테넌트/음식점,식당,L0056,M0174
1683,PD1684,양식,테넌트/음식점,식당,L0056,M0174
1684,PD1685,일식,테넌트/음식점,식당,L0056,M0174
1685,PD1686,중식,테넌트/음식점,식당,L0056,M0174
1686,PD1687,동남아식,테넌트/음식점,식당,L0056,M0174
1687,PD1688,분식,테넌트/음식점,식당,L0056,M0174
1688,PD1689,디저트,테넌트/음식점,식당,L0056,M0174
1689,PD1690,베이커리,테넌트/음식점,식당,L0056,M0174
1690,PD1691,뷔페,테넌트/음식점,식당,L0056,M0174
1691,PD1692,커피/음료,테넌트/음식점,식당,L0056,M0174
1692,PD1693,패스트푸드,테넌트/음식점,식당,L0056,M0174
1693,PD1694,푸드코트한식,테넌트/음식점,푸드코트,L0056,M0333
1694,PD1695,푸드코트양식,테넌트/음식점,푸드코트,L0056,M0333
1695,PD1696,푸드코트일식,테넌트/음식점,푸드코트,L0056,M0333
1696,PD1697,푸드코트중식,테넌트/음식점,푸드코트,L0056,M0333
1697,PD1698,푸드코트분식,테넌트/음식점,푸드코트,L0056,M0333
1698,PD1699,푸드코트컨세션,테넌트/음식점,푸드코트,L0056,M0333
1699,PD1700,가방세트,패션잡화,가방세트,L0057,M0004
1700,PD1701,키홀더,패션잡화,기타지갑,L0057,M0045
1701,PD1702,동전지갑,패션잡화,기타지갑,L0057,M0045
1702,PD1703,여권/통장지갑,패션잡화,기타지갑,L0057,M0045
1703,PD1704,남성숄더/크로스백,패션잡화,남성가방,L0057,M0052
1704,PD1705,남성클러치백,패션잡화,남성가방,L0057,M0052
1705,PD1706,남성백팩,패션잡화,남성가방,L0057,M0052
1706,PD1707,남성서류가방,패션잡화,남성가방,L0057,M0052
1707,PD1708,남성일반지갑,패션잡화,남성지갑,L0057,M0064
1708,PD1709,남성카드/명함지갑,패션잡화,남성지갑,L0057,M0064
1709,PD1710,남성머니클립,패션잡화,남성지갑,L0057,M0064
1710,PD1711,넥타이,패션잡화,남성패션액세서리,L0057,M0068
1711,PD1712,행커치프,패션잡화,남성패션액세서리,L0057,M0068
1712,PD1713,남성부츠,패션잡화,남성화,L0057,M0069
1713,PD1714,남성로퍼,패션잡화,남성화,L0057,M0069
1714,PD1715,남성슬립온,패션잡화,남성화,L0057,M0069
1715,PD1716,남성샌들,패션잡화,남성화,L0057,M0069
1716,PD1717,남성슬리퍼,패션잡화,남성화,L0057,M0069
1717,PD1718,남성정장화,패션잡화,남성화,L0057,M0069
1718,PD1719,남성스니커즈,패션잡화,남성화,L0057,M0069
1719,PD1720,남성레인부츠/슈즈,패션잡화,남성화,L0057,M0069
1720,PD1721,남성컴포트화,패션잡화,남성화,L0057,M0069
1721,PD1722,남성방한화,패션잡화,남성화,L0057,M0069
1722,PD1723,남성신발부속품,패션잡화,남성화,L0057,M0069
1723,PD1724,기타남성화,패션잡화,남성화,L0057,M0069
1724,PD1725,아동모,패션잡화,모자,L0057,M0105
1725,PD1726,썬캡,패션잡화,모자,L0057,M0105
1726,PD1727,비니,패션잡화,모자,L0057,M0105
1727,PD1728,야구모자,패션잡화,모자,L0057,M0105
1728,PD1729,스냅백,패션잡화,모자,L0057,M0105
1729,PD1730,군모,패션잡화,모자,L0057,M0105
1730,PD1731,방한모,패션잡화,모자,L0057,M0105
1731,PD1732,벙거지,패션잡화,모자,L0057,M0105
1732,PD1733,헤드웨어,패션잡화,모자,L0057,M0105
1733,PD1734,기타모자,패션잡화,모자,L0057,M0105
1734,PD1735,여성벨트,패션잡화,벨트,L0057,M0117
1735,PD1736,남성벨트,패션잡화,벨트,L0057,M0117
1736,PD1737,아동벨트,패션잡화,벨트,L0057,M0117
1737,PD1738,멜빵,패션잡화,벨트,L0057,M0117
1738,PD1739,반지,패션잡화,보석,L0057,M0120
1739,PD1740,목걸이,패션잡화,보석,L0057,M0120
1740,PD1741,펜던트,패션잡화,보석,L0057,M0120
1741,PD1742,귀걸이,패션잡화,보석,L0057,M0120
1742,PD1743,팔찌,패션잡화,보석,L0057,M0120
1743,PD1744,발찌,패션잡화,보석,L0057,M0120
1744,PD1745,브로치,패션잡화,보석,L0057,M0120
1745,PD1746,순금/순은/장식품,패션잡화,보석,L0057,M0120
1746,PD1747,원석,패션잡화,보석,L0057,M0120
1747,PD1748,보석기념품,패션잡화,보석,L0057,M0120
1748,PD1749,보석세트,패션잡화,보석,L0057,M0120
1749,PD1750,기타보석류,패션잡화,보석,L0057,M0120
1750,PD1751,여성시계,패션잡화,시계,L0057,M0170
1751,PD1752,남성시계,패션잡화,시계,L0057,M0170
1752,PD1753,캐쥬얼시계,패션잡화,시계,L0057,M0170
1753,PD1754,유아동시계,패션잡화,시계,L0057,M0170
1754,PD1755,스포츠시계,패션잡화,시계,L0057,M0170
1755,PD1756,시계세트,패션잡화,시계,L0057,M0170
1756,PD1757,시계부속품,패션잡화,시계,L0057,M0170
1757,PD1758,여성선글라스,패션잡화,안경/선글라스,L0057,M0180
1758,PD1759,남성선글라스,패션잡화,안경/선글라스,L0057,M0180
1759,PD1760,유아동선글라스,패션잡화,안경/선글라스,L0057,M0180
1760,PD1761,안경테,패션잡화,안경/선글라스,L0057,M0180
1761,PD1762,안경소품,패션잡화,안경/선글라스,L0057,M0180
1762,PD1763,여성숄더백,패션잡화,여성가방,L0057,M0194
1763,PD1764,여성토트백,패션잡화,여성가방,L0057,M0194
1764,PD1765,여성크로스백,패션잡화,여성가방,L0057,M0194
1765,PD1766,여성클러치백,패션잡화,여성가방,L0057,M0194
1766,PD1767,여성백팩,패션잡화,여성가방,L0057,M0194
1767,PD1768,여성힙색,패션잡화,여성가방,L0057,M0194
1768,PD1769,여성가방액세서리,패션잡화,여성가방,L0057,M0194
1769,PD1770,여성일반지갑,패션잡화,여성지갑,L0057,M0207
1770,PD1771,여성카드/명함지갑,패션잡화,여성지갑,L0057,M0207
1771,PD1772,여성부츠,패션잡화,여성화,L0057,M0210
1772,PD1773,여성플랫,패션잡화,여성화,L0057,M0210
1773,PD1774,여성로퍼,패션잡화,여성화,L0057,M0210
1774,PD1775,여성슬립온,패션잡화,여성화,L0057,M0210
1775,PD1776,여성펌프스,패션잡화,여성화,L0057,M0210
1776,PD1777,여성오픈토,패션잡화,여성화,L0057,M0210
1777,PD1778,여성슬링백,패션잡화,여성화,L0057,M0210
1778,PD1779,여성샌들,패션잡화,여성화,L0057,M0210
1779,PD1780,여성쪼리,패션잡화,여성화,L0057,M0210
1780,PD1781,여성슬리퍼,패션잡화,여성화,L0057,M0210
1781,PD1782,여성스니커즈,패션잡화,여성화,L0057,M0210
1782,PD1783,여성레인부츠/슈즈,패션잡화,여성화,L0057,M0210
1783,PD1784,여성컴포트화,패션잡화,여성화,L0057,M0210
1784,PD1785,여성방한화,패션잡화,여성화,L0057,M0210
1785,PD1786,여성신발부속품,패션잡화,여성화,L0057,M0210
1786,PD1787,기타여성화,패션잡화,여성화,L0057,M0210
1787,PD1788,캐리어,패션잡화,여행용가방류,L0057,M0220
1788,PD1789,기타여행용가방,패션잡화,여행용가방류,L0057,M0220
1789,PD1790,여행용소품,패션잡화,여행용가방류,L0057,M0220
1790,PD1791,장우산,패션잡화,우산/양산류,L0057,M0232
1791,PD1792,3단우산,패션잡화,우산/양산류,L0057,M0232
1792,PD1793,2단우산,패션잡화,우산/양산류,L0057,M0232
1793,PD1794,아동우산,패션잡화,우산/양산류,L0057,M0232
1794,PD1795,일회용우산,패션잡화,우산/양산류,L0057,M0232
1795,PD1796,양산,패션잡화,우산/양산류,L0057,M0232
1796,PD1797,우비,패션잡화,우산/양산류,L0057,M0232
1797,PD1798,유아동부츠,패션잡화,유아동화,L0057,M0247
1798,PD1799,유아동플랫,패션잡화,유아동화,L0057,M0247
1799,PD1800,유아동로퍼,패션잡화,유아동화,L0057,M0247
1800,PD1801,유아동슬립온,패션잡화,유아동화,L0057,M0247
1801,PD1802,유아동샌들,패션잡화,유아동화,L0057,M0247
1802,PD1803,유아동슬리퍼,패션잡화,유아동화,L0057,M0247
1803,PD1804,유아동스니커즈,패션잡화,유아동화,L0057,M0247
1804,PD1805,유아동레인부츠/슈즈,패션잡화,유아동화,L0057,M0247
1805,PD1806,유아동방한화,패션잡화,유아동화,L0057,M0247
1806,PD1807,유아동신발부속품,패션잡화,유아동화,L0057,M0247
1807,PD1808,기타유아동화,패션잡화,유아동화,L0057,M0247
1808,PD1809,여성장갑,패션잡화,장갑,L0057,M0277
1809,PD1810,남성장갑,패션잡화,장갑,L0057,M0277
1810,PD1811,유아동장갑,패션잡화,장갑,L0057,M0277
1811,PD1812,캐쥬얼숄더백,패션잡화,캐쥬얼가방,L0057,M0316
1812,PD1813,캐쥬얼크로스백,패션잡화,캐쥬얼가방,L0057,M0316
1813,PD1814,캐쥬얼백팩,패션잡화,캐쥬얼가방,L0057,M0316
1814,PD1815,캐쥬얼힙색,패션잡화,캐쥬얼가방,L0057,M0316
1815,PD1816,학생용가방,패션잡화,캐쥬얼가방,L0057,M0316
1816,PD1817,아동용가방,패션잡화,캐쥬얼가방,L0057,M0316
1817,PD1818,노트북가방,패션잡화,캐쥬얼가방,L0057,M0316
1818,PD1819,소품가방,패션잡화,캐쥬얼가방,L0057,M0316
1819,PD1820,스카프,패션잡화,패션액세서리,L0057,M0331
1820,PD1821,머플러,패션잡화,패션액세서리,L0057,M0331
1821,PD1822,넥워머,패션잡화,패션액세서리,L0057,M0331
1822,PD1823,열쇠고리,패션잡화,패션액세서리,L0057,M0331
1823,PD1824,손수건,패션잡화,패션액세서리,L0057,M0331
1824,PD1825,패션액세서리세트,패션잡화,패션액세서리,L0057,M0331
1825,PD1826,유아패션잡화,패션잡화,패션액세서리,L0057,M0331
1826,PD1827,기타패션잡화,패션잡화,패션액세서리,L0057,M0331
1827,PD1828,여성헤어액세서리,패션잡화,헤어액세서리,L0057,M0344
1828,PD1829,유아동헤어액세서리,패션잡화,헤어액세서리,L0057,M0344
1829,PD1830,치약,퍼스널케어,구강케어,L0058,M0031
1830,PD1831,칫솔,퍼스널케어,구강케어,L0058,M0031
1831,PD1832,전동칫솔/칫솔모,퍼스널케어,구강케어,L0058,M0031
1832,PD1833,구강청정제,퍼스널케어,구강케어,L0058,M0031
1833,PD1834,기타구강관리용품,퍼스널케어,구강케어,L0058,M0031
1834,PD1835,치약/칫솔세트,퍼스널케어,구강케어,L0058,M0031
1835,PD1836,일회용면도기,퍼스널케어,면도용품,L0058,M0101
1836,PD1837,남성용면도기/날,퍼스널케어,면도용품,L0058,M0101
1837,PD1838,쉐이빙폼/젤,퍼스널케어,면도용품,L0058,M0101
1838,PD1839,바디워시,퍼스널케어,바디케어,L0058,M0110
1839,PD1840,바디보습,퍼스널케어,바디케어,L0058,M0110
1840,PD1841,입욕제/스파제품,퍼스널케어,바디케어,L0058,M0110
1841,PD1842,바디케어세트,퍼스널케어,바디케어,L0058,M0110
1842,PD1843,바디슬리밍/리프팅,퍼스널케어,바디케어,L0058,M0110
1843,PD1844,제모용품,퍼스널케어,바디케어,L0058,M0110
1844,PD1845,데오도란트,퍼스널케어,바디케어,L0058,M0110
1845,PD1846,바디패치/팩,퍼스널케어,바디케어,L0058,M0110
1846,PD1847,생리대,퍼스널케어,여성위생용품,L0058,M0200
1847,PD1848,탐폰,퍼스널케어,여성위생용품,L0058,M0200
1848,PD1849,팬티라이너,퍼스널케어,여성위생용품,L0058,M0200
1849,PD1850,여성세정제,퍼스널케어,여성위생용품,L0058,M0200
1850,PD1851,성인용기저귀,퍼스널케어,특수위생용품,L0058,M0327
1851,PD1852,성인용일회용팬티,퍼스널케어,특수위생용품,L0058,M0327
1852,PD1853,핸드워시/손세정제,퍼스널케어,핸드/풋케어,L0058,M0340
1853,PD1854,핸드로션/크림,퍼스널케어,핸드/풋케어,L0058,M0340
1854,PD1855,풋케어,퍼스널케어,핸드/풋케어,L0058,M0340
1855,PD1856,핸드/풋케어세트,퍼스널케어,핸드/풋케어,L0058,M0340
1856,PD1857,샴푸,퍼스널케어,헤어케어,L0058,M0345
1857,PD1858,린스/컨디셔너,퍼스널케어,헤어케어,L0058,M0345
1858,PD1859,샴푸/린스세트,퍼스널케어,헤어케어,L0058,M0345
1859,PD1860,트리트먼트/팩,퍼스널케어,헤어케어,L0058,M0345
1860,PD1861,헤어에센스,퍼스널케어,헤어케어,L0058,M0345
1861,PD1862,헤어스프레이,퍼스널케어,헤어케어,L0058,M0345
1862,PD1863,헤어무스/젤,퍼스널케어,헤어케어,L0058,M0345
1863,PD1864,헤어왁스,퍼스널케어,헤어케어,L0058,M0345
1864,PD1865,염모제,퍼스널케어,헤어케어,L0058,M0345
1865,PD1866,헤어펌/코팅제,퍼스널케어,헤어케어,L0058,M0345
1866,PD1867,헤어케어선물세트,퍼스널케어,헤어케어,L0058,M0345
1867,PD1868,여행용세트,퍼스널케어,헤어케어,L0058,M0345
1868,PD1869,격투기의류/용품,헬스/피트니스,격투기,L0059,M0018
1869,PD1870,스포츠댄스의류/용품,헬스/피트니스,스포츠댄스,L0059,M0167
1870,PD1871,웨이트기구,헬스/피트니스,웨이트,L0059,M0237
1871,PD1872,웨이트용품,헬스/피트니스,웨이트,L0059,M0237
1872,PD1873,웨이트소품,헬스/피트니스,웨이트,L0059,M0237
1873,PD1874,러닝/워킹머신,헬스/피트니스,피트니스,L0059,M0335
1874,PD1875,헬스바이크,헬스/피트니스,피트니스,L0059,M0335
1875,PD1876,스텝퍼/트위스트,헬스/피트니스,피트니스,L0059,M0335
1876,PD1877,복근/벨트마사지기구,헬스/피트니스,피트니스,L0059,M0335
1877,PD1878,기타피트니스기구,헬스/피트니스,피트니스,L0059,M0335
1878,PD1879,피트니스용품,헬스/피트니스,피트니스,L0059,M0335
1879,PD1880,요가/스포츠매트,헬스/피트니스,피트니스,L0059,M0335
1880,PD1881,요가/필라테스복,헬스/피트니스,피트니스,L0059,M0335
1881,PD1882,에어로빅복,헬스/피트니스,피트니스,L0059,M0335
1882,PD1883,기타요가/필라테스소품,헬스/피트니스,피트니스,L0059,M0335
1883,PD1884,남성용클렌저,화장품/뷰티케어,남성케어,L0060,M0065
1884,PD1885,남성용스킨케어류,화장품/뷰티케어,남성케어,L0060,M0065
1885,PD1886,남성스킨케어세트,화장품/뷰티케어,남성케어,L0060,M0065
1886,PD1887,남성용선크림/메이크업류,화장품/뷰티케어,남성케어,L0060,M0065
1887,PD1888,메이크업베이스/프라이머,화장품/뷰티케어,메이크업,L0060,M0100
1888,PD1889,BB/파운데이션/컴팩트류,화장품/뷰티케어,메이크업,L0060,M0100
1889,PD1890,블러셔/쉐이딩/하이라이터,화장품/뷰티케어,메이크업,L0060,M0100
1890,PD1891,아이라이너,화장품/뷰티케어,메이크업,L0060,M0100
1891,PD1892,아이브로우,화장품/뷰티케어,메이크업,L0060,M0100
1892,PD1893,마스카라,화장품/뷰티케어,메이크업,L0060,M0100
1893,PD1894,아이섀도우,화장품/뷰티케어,메이크업,L0060,M0100
1894,PD1895,립스틱/립라이너,화장품/뷰티케어,메이크업,L0060,M0100
1895,PD1896,립글로즈/틴트,화장품/뷰티케어,메이크업,L0060,M0100
1896,PD1897,젤네일/케어류,화장품/뷰티케어,메이크업,L0060,M0100
1897,PD1898,일반네일/케어류,화장품/뷰티케어,메이크업,L0060,M0100
1898,PD1899,네일스티커/스톤류,화장품/뷰티케어,메이크업,L0060,M0100
1899,PD1900,네일세트,화장품/뷰티케어,메이크업,L0060,M0100
1900,PD1901,메이크업세트,화장품/뷰티케어,메이크업,L0060,M0100
1901,PD1902,기름종이,화장품/뷰티케어,미용소품,L0060,M0108
1902,PD1903,메탈미용소도구,화장품/뷰티케어,미용소품,L0060,M0108
1903,PD1904,속눈썹/쌍꺼풀,화장품/뷰티케어,미용소품,L0060,M0108
1904,PD1905,메이크업브러쉬,화장품/뷰티케어,미용소품,L0060,M0108
1905,PD1906,스폰지/퍼프,화장품/뷰티케어,미용소품,L0060,M0108
1906,PD1907,네일케어도구,화장품/뷰티케어,미용소품,L0060,M0108
1907,PD1908,풋케어도구,화장품/뷰티케어,미용소품,L0060,M0108
1908,PD1909,샤워/목욕도구/목욕헤어밴드,화장품/뷰티케어,미용소품,L0060,M0108
1909,PD1910,헤어브러쉬/롤,화장품/뷰티케어,미용소품,L0060,M0108
1910,PD1911,가발/부분가발,화장품/뷰티케어,미용소품,L0060,M0108
1911,PD1912,면봉/화장솜,화장품/뷰티케어,미용소품,L0060,M0108
1912,PD1913,공병/모델링팩전용도구,화장품/뷰티케어,미용소품,L0060,M0108
1913,PD1914,미용거울,화장품/뷰티케어,미용소품,L0060,M0108
1914,PD1915,선크림류,화장품/뷰티케어,선케어,L0060,M0142
1915,PD1916,태닝/애프터선케어,화장품/뷰티케어,선케어,L0060,M0142
1916,PD1917,미용비누,화장품/뷰티케어,스킨케어,L0060,M0166
1917,PD1918,페이셜클렌저,화장품/뷰티케어,스킨케어,L0060,M0166
1918,PD1919,스킨/토너,화장품/뷰티케어,스킨케어,L0060,M0166
1919,PD1920,미스트,화장품/뷰티케어,스킨케어,L0060,M0166
1920,PD1921,에멀젼/로션,화장품/뷰티케어,스킨케어,L0060,M0166
1921,PD1922,에센스/세럼,화장품/뷰티케어,스킨케어,L0060,M0166
1922,PD1923,아이케어,화장품/뷰티케어,스킨케어,L0060,M0166
1923,PD1924,크림/밤/오일,화장품/뷰티케어,스킨케어,L0060,M0166
1924,PD1925,페이셜팩류,화장품/뷰티케어,스킨케어,L0060,M0166
1925,PD1926,립밤/립스크럽,화장품/뷰티케어,스킨케어,L0060,M0166
1926,PD1927,스킨케어디바이스,화장품/뷰티케어,스킨케어,L0060,M0166
1927,PD1928,스킨케어세트,화장품/뷰티케어,스킨케어,L0060,M0166
1928,PD1929,여성향수,화장품/뷰티케어,향수,L0060,M0342
1929,PD1930,남성향수,화장품/뷰티케어,향수,L0060,M0342
1930,PD1931,남녀공용향수,화장품/뷰티케어,향수,L0060,M0342
1931,PD1932,남성향수세트,화장품/뷰티케어,향수,L0060,M0342
1932,PD1933,남녀공용향수세트,화장품/뷰티케어,향수,L0060,M0342
